Method,nlist,m,nprobe,L,Recall,Latency(us)
IVF-PQ(OpenMP)+Rerank,nlist=256,m=48,nprobe=32,L=500,0.9205,675
IVF-PQ(OpenMP)+Rerank,nlist=256,m=48,nprobe=64,L=100,0.5035,684
IVF-PQ(OpenMP)+Rerank,nlist=256,m=48,nprobe=64,L=200,0.6645,705
IVF-PQ(OpenMP)+Rerank,nlist=256,m=48,nprobe=64,L=500,0.8485,767
IVF-PQ(OpenMP)+Rerank,nlist=256,m=48,nprobe=128,L=100,0.4305,1002
IVF-PQ(OpenMP)+Rerank,nlist=256,m=48,nprobe=128,L=200,0.566,1022
IVF-PQ(OpenMP)+Rerank,nlist=256,m=48,nprobe=128,L=500,0.7795,1122
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=4,L=100,0.6705,307
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=4,L=200,0.7595,334
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=4,L=500,0.8085,389
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=8,L=100,0.635,316
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=8,L=200,0.761,337
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=8,L=500,0.878,419
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=12,L=100,0.59,346
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=12,L=200,0.732,348
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=12,L=500,0.876,415
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=16,L=100,0.5435,360
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=16,L=200,0.6895,377
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=16,L=500,0.856,448
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=20,L=100,0.518,362
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=20,L=200,0.6665,376
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=20,L=500,0.838,430
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=24,L=100,0.498,364
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=24,L=200,0.6415,383
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=24,L=500,0.821,461
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=32,L=100,0.45,412
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=32,L=200,0.5895,421
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=32,L=500,0.786,485
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=64,L=100,0.3535,485
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=64,L=200,0.4905,543
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=64,L=500,0.6785,633
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=128,L=100,0.2825,698
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=128,L=200,0.398,730
IVF-PQ(OpenMP)+Rerank,nlist=256,m=8,nprobe=128,L=500,0.5825,803
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=4,L=100,0.703,333
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=4,L=200,0.7405,340
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=4,L=500,0.748,676
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=8,L=100,0.745,311
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=8,L=200,0.8235,346
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=8,L=500,0.863,410
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=12,L=100,0.727,313
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=12,L=200,0.832,344
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=12,L=500,0.9,428
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=16,L=100,0.7085,337
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=16,L=200,0.8275,351
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=16,L=500,0.9175,442
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=20,L=100,0.6745,399
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=20,L=200,0.805,369
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=20,L=500,0.9165,455
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=24,L=100,0.644,372
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=24,L=200,0.787,382
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=24,L=500,0.9165,445
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=32,L=100,0.601,358
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=32,L=200,0.766,386
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=32,L=500,0.9075,458
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=64,L=100,0.488,432
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=64,L=200,0.6555,459
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=64,L=500,0.8455,522
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=128,L=100,0.3915,568
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=128,L=200,0.5345,565
IVF-PQ(OpenMP)+Rerank,nlist=512,m=16,nprobe=128,L=500,0.751,657
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=4,L=100,0.72,330
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=4,L=200,0.745,331
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=4,L=500,0.748,413
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=8,L=100,0.773,327
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=8,L=200,0.8435,350
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=8,L=500,0.8625,431
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=12,L=100,0.7585,363
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=12,L=200,0.856,430
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=12,L=500,0.906,493
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=16,L=100,0.7425,410
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=16,L=200,0.8545,421
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=16,L=500,0.9305,494
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=20,L=100,0.708,405
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=20,L=200,0.835,426
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=20,L=500,0.9315,513
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=24,L=100,0.683,423
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=24,L=200,0.8215,452
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=24,L=500,0.9365,534
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=32,L=100,0.646,438
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=32,L=200,0.793,479
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=32,L=500,0.932,562
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=64,L=100,0.5415,494
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=64,L=200,0.6945,490
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=64,L=500,0.8825,586
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=128,L=100,0.447,659
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=128,L=200,0.5905,671
IVF-PQ(OpenMP)+Rerank,nlist=512,m=32,nprobe=128,L=500,0.7915,751
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=4,L=100,0.725,348
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=4,L=200,0.744,359
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=4,L=500,0.748,453
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=8,L=100,0.775501,339
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=8,L=200,0.844,347
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=8,L=500,0.8625,406
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=12,L=100,0.7615,338
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=12,L=200,0.8585,359
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=12,L=500,0.905,436
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=16,L=100,0.7415,372
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=16,L=200,0.862,397
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=16,L=500,0.929,455
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=20,L=100,0.713,384
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=20,L=200,0.844,402
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=20,L=500,0.933,459
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=24,L=100,0.6895,382
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=24,L=200,0.8295,395
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=24,L=500,0.9365,489
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=32,L=100,0.6535,403
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=32,L=200,0.798,432
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=32,L=500,0.9375,500
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=64,L=100,0.5535,497
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=64,L=200,0.699,541
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=64,L=500,0.888,586
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=128,L=100,0.4575,605
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=128,L=200,0.595,638
IVF-PQ(OpenMP)+Rerank,nlist=512,m=48,nprobe=128,L=500,0.798,724
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=4,L=100,0.6665,281
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=4,L=200,0.729,301
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=4,L=500,0.7465,374
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=8,L=100,0.668,304
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=8,L=200,0.784,302
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=8,L=500,0.8555,387
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=12,L=100,0.63,305
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=12,L=200,0.775,308
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=12,L=500,0.8815,376
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=16,L=100,0.593,289
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=16,L=200,0.751,330
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=16,L=500,0.892,390
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=20,L=100,0.557,306
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=20,L=200,0.7165,331
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=20,L=500,0.877,397
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=24,L=100,0.53,327
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=24,L=200,0.686,325
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=24,L=500,0.8635,401
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=32,L=100,0.489,345
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=32,L=200,0.6485,355
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=32,L=500,0.84,425
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=64,L=100,0.3865,368
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=64,L=200,0.5325,380
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=64,L=500,0.742,452
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=128,L=100,0.2865,456
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=128,L=200,0.4135,487
IVF-PQ(OpenMP)+Rerank,nlist=512,m=8,nprobe=128,L=500,0.621,546
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=4,L=100,0.747,347
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=4,L=200,0.8395,370
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=4,L=500,0.8945,447
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=8,L=100,0.705,407
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=8,L=200,0.822,428
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=8,L=500,0.918,500
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=12,L=100,0.668,454
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=12,L=200,0.7915,471
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=12,L=500,0.9135,566
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=16,L=100,0.638,550
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=16,L=200,0.767,566
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=16,L=500,0.901,637
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=20,L=100,0.609,623
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=20,L=200,0.744,653
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=20,L=500,0.888,692
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=24,L=100,0.5915,642
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=24,L=200,0.7245,683
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=24,L=500,0.8765,774
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=32,L=100,0.5655,768
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=32,L=200,0.705,807
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=32,L=500,0.862,834
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=64,L=100,0.505,1152
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=64,L=200,0.6365,1171
IVF-PQ(OpenMP)+Rerank,nlist=64,m=16,nprobe=64,L=500,0.7955,1584
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=4,L=100,0.78,416
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=4,L=200,0.851,421
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=4,L=500,0.897,481
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=8,L=100,0.739,458
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=8,L=200,0.847,480
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=8,L=500,0.931,569
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=12,L=100,0.717,560
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=12,L=200,0.829,543
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=12,L=500,0.9335,624
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=16,L=100,0.694,649
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=16,L=200,0.8125,675
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=16,L=500,0.9245,686
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=20,L=100,0.667,850
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=20,L=200,0.7935,780
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=20,L=500,0.9115,791
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=24,L=100,0.645,771
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=24,L=200,0.779,800
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=24,L=500,0.902,835
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=32,L=100,0.618,864
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=32,L=200,0.7545,865
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=32,L=500,0.8815,959
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=64,L=100,0.552,1629
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=64,L=200,0.6925,1698
IVF-PQ(OpenMP)+Rerank,nlist=64,m=32,nprobe=64,L=500,0.8315,1746
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=4,L=100,0.788,466
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=4,L=200,0.8545,516
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=4,L=500,0.898,558
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=8,L=100,0.7485,525
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=8,L=200,0.852,538
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=8,L=500,0.9315,638
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=12,L=100,0.726,685
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=12,L=200,0.834,611
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=12,L=500,0.9315,713
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=16,L=100,0.6995,792
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=16,L=200,0.8135,806
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=16,L=500,0.924,834
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=20,L=100,0.678,885
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=20,L=200,0.793,824
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=20,L=500,0.9115,897
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=24,L=100,0.6595,905
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=24,L=200,0.7795,869
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=24,L=500,0.902,974
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=32,L=100,0.628,991
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=32,L=200,0.758,1025
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=32,L=500,0.8835,1100
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=64,L=100,0.5655,1954
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=64,L=200,0.6935,1875
IVF-PQ(OpenMP)+Rerank,nlist=64,m=48,nprobe=64,L=500,0.828,1966
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=4,L=100,0.654,358
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=4,L=200,0.769,396
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=4,L=500,0.862,448
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=8,L=100,0.5925,405
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=8,L=200,0.718,406
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=8,L=500,0.86,523
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=12,L=100,0.549,500
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=12,L=200,0.6875,729
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=12,L=500,0.836,608
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=16,L=100,0.525,540
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=16,L=200,0.653,545
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=16,L=500,0.813,607
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=20,L=100,0.499,639
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=20,L=200,0.627,638
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=20,L=500,0.7895,712
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=24,L=100,0.4805,682
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=24,L=200,0.6115,663
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=24,L=500,0.775,690
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=32,L=100,0.4485,759
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=32,L=200,0.587,763
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=32,L=500,0.749,842
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=64,L=100,0.3945,1139
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=64,L=200,0.523,1137
IVF-PQ(OpenMP)+Rerank,nlist=64,m=8,nprobe=64,L=500,0.6795,1195
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=4,L=100,0.7475,1787
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=4,L=200,0.826,1663
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=4,L=500,0.869,1673
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=8,L=100,0.705,1738
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=8,L=200,0.822,1764
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=8,L=500,0.917,1698
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=12,L=100,0.658,1703
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=12,L=200,0.795,1694
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=12,L=500,0.9165,1734
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=16,L=100,0.6145,1746
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=16,L=200,0.768,1738
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=16,L=500,0.9065,1821
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=20,L=100,0.5845,1855
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=20,L=200,0.739,1796
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=20,L=500,0.8905,1787
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=24,L=100,0.5575,1867
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=24,L=200,0.7155,1830
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=24,L=500,0.8675,1862
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=32,L=100,0.5255,1919
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=32,L=200,0.681,1918
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=32,L=500,0.84,2045
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=64,L=100,0.4455,2401
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=64,L=200,0.593,2355
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=64,L=500,0.7755,2631
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=128,L=100,0.3885,3066
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=128,L=200,0.5095,3006
IVF-PQ(pthread)+Rerank,nlist=128,m=16,nprobe=128,L=500,0.6965,2992
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=4,L=100,0.7735,1759
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=4,L=200,0.8405,1912
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=4,L=500,0.8705,1833
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=8,L=100,0.757,1794
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=8,L=200,0.852,2044
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=8,L=500,0.926,2019
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=12,L=100,0.7195,1833
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=12,L=200,0.8395,2034
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=12,L=500,0.9335,1863
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=16,L=100,0.6775,1949
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=16,L=200,0.8125,1891
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=16,L=500,0.931,2260
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=20,L=100,0.642,2070
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=20,L=200,0.7935,2040
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=20,L=500,0.9185,1943
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=24,L=100,0.609,2080
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=24,L=200,0.769,2055
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=24,L=500,0.9095,2104
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=32,L=100,0.578,2336
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=32,L=200,0.735,2006
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=32,L=500,0.8885,2112
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=64,L=100,0.5025,2627
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=64,L=200,0.6535,2407
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=64,L=500,0.8225,2480
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=128,L=100,0.435,3153
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=128,L=200,0.577,3221
IVF-PQ(pthread)+Rerank,nlist=128,m=32,nprobe=128,L=500,0.7355,3602
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=4,L=100,0.7785,1842
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=4,L=200,0.8395,1769
IVF-PQ(pthread)+Rerank,nlist=128,m=48,nprobe=4,L=500,0.87,1805
